SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000376,1,1/11/2016,27,1/25/2015,100000016,X,I,I,500000376,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000376,1,1/11/2016,27,1/25/2015,100000016,X,I,I,500000376,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000377,30,1/12/2016,17,1/26/2015,100000016,N,I,I,500000377,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000377,30,1/12/2016,17,1/26/2015,100000016,N,I,I,500000377,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000378,1,1/13/2016,33,1/27/2015,100000014,P,I,I,500000378,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000378,1,1/13/2016,33,1/27/2015,100000014,P,I,I,500000378,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000379,5,1/14/2016,8,1/28/2015,100000017,N,I,I,500000379,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000379,5,1/14/2016,8,1/28/2015,100000017,N,I,I,500000379,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000380,7,1/15/2016,12,1/29/2015,100000013,X,I,I,500000380,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000380,7,1/15/2016,12,1/29/2015,100000013,X,I,I,500000380,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000381,8,1/16/2016,22,1/30/2015,100000017,N,I,I,500000381,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000381,8,1/16/2016,22,1/30/2015,100000017,N,I,I,500000381,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000382,25,1/17/2016,32,1/31/2015,100000013,P,I,I,500000382,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000382,25,1/17/2016,32,1/31/2015,100000013,P,I,I,500000382,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000383,13,1/18/2016,18,2/1/2015,100000018,C,P,D,500000383,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000383,13,1/18/2016,18,2/1/2015,100000018,C,P,D,500000383,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000384,1,1/19/2016,9,2/2/2015,100000012,N,I,I,500000384,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000384,1,1/19/2016,9,2/2/2015,100000012,N,I,I,500000384,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000385,21,1/20/2016,7,2/3/2015,100000011,X,I,I,500000385,HT-1085,,DKK,I,,EA,12/4/2015,3567.62,2998,569.62,2
500000385,21,1/20/2016,7,2/3/2015,100000011,X,I,I,500000385,HT-1090,,EUR,I,,EA,12/4/2015,92.82,78,14.82,2
500000386,14,1/21/2016,8,2/4/2015,100000016,X,I,I,500000386,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000386,14,1/21/2016,8,2/4/2015,100000016,X,I,I,500000386,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000387,19,1/22/2016,12,2/5/2015,100000015,X,I,I,500000387,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000387,19,1/22/2016,12,2/5/2015,100000015,X,I,I,500000387,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000388,19,1/23/2016,9,2/6/2015,100000013,X,I,I,500000388,HT-1070,,ARS,I,,EA,12/4/2015,84.37,70.9,13.47,1
500000388,19,1/23/2016,9,2/6/2015,100000013,X,I,I,500000388,HT-1071,,ZAR,I,,EA,12/4/2015,291.67,245.1,46.57,3
500000389,2,1/24/2016,13,2/7/2015,100000013,N,I,I,500000389,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000389,2,1/24/2016,13,2/7/2015,100000013,N,I,I,500000389,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000390,21,1/25/2016,26,2/8/2015,100000014,P,I,D,500000390,HT-1113,,EUR,I,,EA,12/4/2015,8.21,6.9,1.31,3
500000390,21,1/25/2016,26,2/8/2015,100000014,P,I,D,500000390,HT-1114,,USD,I,,EA,12/4/2015,164.22,138,26.22,2
500000391,22,1/26/2016,28,2/9/2015,100000017,P,P,I,500000391,HT-1117,,EUR,I,,EA,12/4/2015,90.44,76,14.44,2
500000391,22,1/26/2016,28,2/9/2015,100000017,P,P,I,500000391,HT-1118,,ARS,I,,EA,12/4/2015,94.01,79,15.01,1
500000392,6,1/27/2016,7,2/10/2015,100000011,C,P,D,500000392,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000392,6,1/27/2016,7,2/10/2015,100000011,C,P,D,500000392,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000393,8,1/28/2016,12,2/11/2015,100000015,X,I,I,500000393,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000393,8,1/28/2016,12,2/11/2015,100000015,X,I,I,500000393,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000394,20,1/29/2016,20,2/12/2015,100000018,N,I,I,500000394,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000394,20,1/29/2016,20,2/12/2015,100000018,N,I,I,500000394,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000395,28,1/30/2016,23,2/13/2015,100000012,P,I,D,500000395,HT-1210,,EUR,I,,EA,12/4/2015,5709.62,4798,911.62,2
500000395,28,1/30/2016,23,2/13/2015,100000012,P,I,D,500000395,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000396,17,1/31/2016,22,2/14/2015,100000011,P,P,D,500000396,HT-1063,,BRL,I,,EA,12/4/2015,33.32,28,5.32,2
500000396,17,1/31/2016,22,2/14/2015,100000011,P,P,D,500000396,HT-1064,,CAD,I,,EA,12/4/2015,19.04,16,3.04,1
500000397,10,2/1/2016,32,2/15/2015,100000014,X,I,I,500000397,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000397,10,2/1/2016,32,2/15/2015,100000014,X,I,I,500000397,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000398,18,2/2/2016,17,2/16/2015,100000013,P,P,D,500000398,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000398,18,2/2/2016,17,2/16/2015,100000013,P,P,D,500000398,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000399,24,2/3/2016,17,2/17/2015,100000015,X,I,I,500000399,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000399,24,2/3/2016,17,2/17/2015,100000015,X,I,I,500000399,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000400,11,2/4/2016,10,2/18/2015,100000028,C,P,D,500000400,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000400,11,2/4/2016,10,2/18/2015,100000028,C,P,D,500000400,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000401,16,2/5/2016,5,2/19/2015,100000030,P,I,I,500000401,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000401,16,2/5/2016,5,2/19/2015,100000030,P,I,I,500000401,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000402,27,2/6/2016,16,2/20/2015,100000031,N,I,I,500000402,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000402,27,2/6/2016,16,2/20/2015,100000031,N,I,I,500000402,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000403,1,2/7/2016,26,2/21/2015,100000032,X,I,I,500000403,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000403,1,2/7/2016,26,2/21/2015,100000032,X,I,I,500000403,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000404,28,2/8/2016,25,2/22/2015,100000032,P,P,I,500000404,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000404,28,2/8/2016,25,2/22/2015,100000032,P,P,I,500000404,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000405,27,2/9/2016,11,2/23/2015,100000033,C,P,D,500000405,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000405,27,2/9/2016,11,2/23/2015,100000033,C,P,D,500000405,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000406,28,2/10/2016,25,2/24/2015,100000034,X,I,I,500000406,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000406,28,2/10/2016,25,2/24/2015,100000034,X,I,I,500000406,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000407,25,2/11/2016,10,2/25/2015,100000035,X,I,I,500000407,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000407,25,2/11/2016,10,2/25/2015,100000035,X,I,I,500000407,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000408,8,2/12/2016,19,2/26/2015,100000027,X,I,I,500000408,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000408,8,2/12/2016,19,2/26/2015,100000027,X,I,I,500000408,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000409,17,2/13/2016,20,2/27/2015,100000028,C,P,D,500000409,HT-1040,,EUR,I,,EA,12/4/2015,1975.4,1660,315.4,2
500000409,17,2/13/2016,20,2/27/2015,100000028,C,P,D,500000409,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000410,30,2/14/2016,16,2/28/2015,100000030,C,P,D,500000410,HT-1070,,ARS,I,,EA,12/4/2015,168.74,141.8,26.94,2
500000410,30,2/14/2016,16,2/28/2015,100000030,C,P,D,500000410,HT-1071,,ZAR,I,,EA,12/4/2015,194.45,163.4,31.05,2
500000411,17,2/15/2016,3,2/28/2015,100000035,X,I,I,500000411,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000411,17,2/15/2016,3,2/28/2015,100000035,X,I,I,500000411,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000412,20,2/16/2016,8,3/1/2015,100000031,X,I,I,500000412,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000412,20,2/16/2016,8,3/1/2015,100000031,X,I,I,500000412,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000413,19,2/17/2016,21,3/2/2015,100000032,X,I,I,500000413,HT-1022,,ARS,I,,EA,12/4/2015,243.95,205,38.95,1
500000413,19,2/17/2016,21,3/2/2015,100000032,X,I,I,500000413,HT-1023,,USD,I,,EA,12/4/2015,853.23,717,136.23,3
500000414,11,2/18/2016,7,3/3/2015,100000032,P,I,I,500000414,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000414,11,2/18/2016,7,3/3/2015,100000032,P,I,I,500000414,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000415,22,2/19/2016,3,3/4/2015,100000033,X,I,I,500000415,HT-1055,,EUR,I,,EA,12/4/2015,353.43,297,56.43,3
500000415,22,2/19/2016,3,3/4/2015,100000033,X,I,I,500000415,HT-1056,,JPY,I,,EA,12/4/2015,283.22,238,45.22,2
500000416,3,2/20/2016,18,3/5/2015,100000035,X,I,I,500000416,HT-1067,,EUR,I,,EA,12/4/2015,8.33,7,1.33,2
500000416,3,2/20/2016,18,3/5/2015,100000035,X,I,I,500000416,HT-1068,,USD,I,,EA,12/4/2015,4.17,3.5,0.67,1
500000417,5,2/21/2016,22,3/6/2015,100000031,N,I,I,500000417,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000417,5,2/21/2016,22,3/6/2015,100000031,N,I,I,500000417,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000418,28,2/22/2016,28,3/7/2015,100000030,C,P,D,500000418,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000418,28,2/22/2016,28,3/7/2015,100000030,C,P,D,500000418,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000419,30,2/23/2016,6,3/8/2015,100000027,N,I,I,500000419,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000419,30,2/23/2016,6,3/8/2015,100000027,N,I,I,500000419,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000420,8,2/24/2016,10,3/9/2015,100000028,P,P,D,500000420,HT-1082,,ARS,I,,EA,12/4/2015,402.22,338,64.22,2
500000420,8,2/24/2016,10,3/9/2015,100000028,P,P,D,500000420,HT-1083,,CNY,I,,EA,12/4/2015,1237.6,1040,197.6,2
500000421,16,2/25/2016,10,3/10/2015,100000030,X,I,I,500000421,HT-1113,,EUR,I,,EA,12/4/2015,5.47,4.6,0.87,2
500000421,16,2/25/2016,10,3/10/2015,100000030,X,I,I,500000421,HT-1114,,USD,I,,EA,12/4/2015,82.11,69,13.11,1
500000422,3,2/26/2016,10,3/11/2015,100000032,P,I,I,500000422,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000422,3,2/26/2016,10,3/11/2015,100000032,P,I,I,500000422,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000423,26,2/27/2016,20,3/12/2015,100000033,C,P,D,500000423,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000423,26,2/27/2016,20,3/12/2015,100000033,C,P,D,500000423,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000424,17,2/28/2016,16,3/13/2015,100000031,C,P,D,500000424,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000424,17,2/28/2016,16,3/13/2015,100000031,C,P,D,500000424,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000425,20,2/28/2016,3,3/14/2015,100000034,N,I,I,500000425,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000425,20,2/28/2016,3,3/14/2015,100000034,N,I,I,500000425,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000426,31,3/1/2016,5,3/15/2015,100000034,C,P,D,500000426,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000426,31,3/1/2016,5,3/15/2015,100000034,C,P,D,500000426,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000427,14,3/2/2016,10,3/16/2015,100000034,N,I,I,500000427,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000427,14,3/2/2016,10,3/16/2015,100000034,N,I,I,500000427,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000428,19,3/3/2016,7,3/17/2015,100000033,N,I,I,500000428,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000428,19,3/3/2016,7,3/17/2015,100000033,N,I,I,500000428,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000429,24,3/4/2016,12,3/18/2015,100000035,N,I,I,500000429,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000429,24,3/4/2016,12,3/18/2015,100000035,N,I,I,500000429,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000430,19,3/5/2016,10,3/19/2015,100000032,C,P,D,500000430,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000430,19,3/5/2016,10,3/19/2015,100000032,C,P,D,500000430,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000431,4,3/6/2016,15,3/20/2015,100000035,C,P,D,500000431,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000431,4,3/6/2016,15,3/20/2015,100000035,C,P,D,500000431,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000432,8,3/7/2016,28,3/21/2015,100000032,P,I,D,500000432,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000432,8,3/7/2016,28,3/21/2015,100000032,P,I,D,500000432,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000433,16,3/8/2016,33,3/22/2015,100000027,X,I,I,500000433,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000433,16,3/8/2016,33,3/22/2015,100000027,X,I,I,500000433,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000434,29,3/9/2016,21,3/23/2015,100000028,X,I,I,500000434,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000434,29,3/9/2016,21,3/23/2015,100000028,X,I,I,500000434,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000435,16,3/10/2016,30,3/24/2015,100000030,C,P,D,500000435,HT-1085,,DKK,I,,EA,12/4/2015,3567.62,2998,569.62,2
500000435,16,3/10/2016,30,3/24/2015,100000030,C,P,D,500000435,HT-1090,,EUR,I,,EA,12/4/2015,92.82,78,14.82,2
500000436,1,3/11/2016,5,3/25/2015,100000034,N,I,I,500000436,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000436,1,3/11/2016,5,3/25/2015,100000034,N,I,I,500000436,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000437,7,3/12/2016,15,3/26/2015,100000031,N,I,I,500000437,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000437,7,3/12/2016,15,3/26/2015,100000031,N,I,I,500000437,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000438,25,3/13/2016,15,3/27/2015,100000032,P,P,D,500000438,HT-1070,,ARS,I,,EA,12/4/2015,84.37,70.9,13.47,1
500000438,25,3/13/2016,15,3/27/2015,100000032,P,P,D,500000438,HT-1071,,ZAR,I,,EA,12/4/2015,291.67,245.1,46.57,3
500000439,5,3/14/2016,24,3/28/2015,100000032,C,P,D,500000439,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000439,5,3/14/2016,24,3/28/2015,100000032,C,P,D,500000439,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000440,14,3/15/2016,16,3/29/2015,100000033,P,I,I,500000440,HT-1113,,EUR,I,,EA,12/4/2015,8.21,6.9,1.31,3
500000440,14,3/15/2016,16,3/29/2015,100000033,P,I,I,500000440,HT-1114,,USD,I,,EA,12/4/2015,164.22,138,26.22,2
500000441,9,3/16/2016,15,3/30/2015,100000035,C,P,D,500000441,HT-1117,,EUR,I,,EA,12/4/2015,90.44,76,14.44,2
500000441,9,3/16/2016,15,3/30/2015,100000035,C,P,D,500000441,HT-1118,,ARS,I,,EA,12/4/2015,94.01,79,15.01,1
500000442,17,3/17/2016,10,3/31/2015,100000030,P,P,I,500000442,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000442,17,3/17/2016,10,3/31/2015,100000030,P,P,I,500000442,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000443,30,3/18/2016,2,4/1/2015,100000031,X,I,I,500000443,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000443,30,3/18/2016,2,4/1/2015,100000031,X,I,I,500000443,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000444,21,3/19/2016,19,4/2/2015,100000027,X,I,I,500000444,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000444,21,3/19/2016,19,4/2/2015,100000027,X,I,I,500000444,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000445,12,3/20/2016,30,4/3/2015,100000028,X,I,I,500000445,HT-1210,,EUR,I,,EA,12/4/2015,5709.62,4798,911.62,2
500000445,12,3/20/2016,30,4/3/2015,100000028,X,I,I,500000445,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000446,5,3/21/2016,14,4/4/2015,100000030,N,I,I,500000446,HT-1063,,BRL,I,,EA,12/4/2015,33.32,28,5.32,2
500000446,5,3/21/2016,14,4/4/2015,100000030,N,I,I,500000446,HT-1064,,CAD,I,,EA,12/4/2015,19.04,16,3.04,1
500000447,16,3/22/2016,11,4/5/2015,100000033,X,I,I,500000447,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000447,16,3/22/2016,11,4/5/2015,100000033,X,I,I,500000447,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000448,1,3/23/2016,15,4/6/2015,100000032,N,I,I,500000448,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000448,1,3/23/2016,15,4/6/2015,100000032,N,I,I,500000448,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000449,28,3/24/2016,7,4/7/2015,100000031,P,P,I,500000449,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000449,28,3/24/2016,7,4/7/2015,100000031,P,P,I,500000449,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000450,20,3/25/2016,30,4/8/2015,100000044,P,I,D,500000450,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000450,20,3/25/2016,30,4/8/2015,100000044,P,I,D,500000450,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000451,11,3/26/2016,6,4/9/2015,100000036,X,I,I,500000451,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000451,11,3/26/2016,6,4/9/2015,100000036,X,I,I,500000451,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000452,9,3/27/2016,19,4/10/2015,100000038,N,I,I,500000452,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000452,9,3/27/2016,19,4/10/2015,100000038,N,I,I,500000452,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000453,30,3/28/2016,4,4/11/2015,100000037,C,P,D,500000453,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000453,30,3/28/2016,4,4/11/2015,100000037,C,P,D,500000453,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000454,3,3/29/2016,13,4/12/2015,100000037,C,P,D,500000454,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000454,3,3/29/2016,13,4/12/2015,100000037,C,P,D,500000454,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000455,15,3/30/2016,11,4/13/2015,100000042,X,I,I,500000455,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000455,15,3/30/2016,11,4/13/2015,100000042,X,I,I,500000455,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000456,16,3/31/2016,29,4/14/2015,100000044,N,I,I,500000456,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000456,16,3/31/2016,29,4/14/2015,100000044,N,I,I,500000456,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000457,1,4/1/2016,26,4/15/2015,100000041,C,P,D,500000457,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000457,1,4/1/2016,26,4/15/2015,100000041,C,P,D,500000457,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000458,14,4/2/2016,21,4/16/2015,100000043,P,P,D,500000458,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000458,14,4/2/2016,21,4/16/2015,100000043,P,P,D,500000458,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000459,33,4/3/2016,29,4/17/2015,100000044,N,I,I,500000459,HT-1040,,EUR,I,,EA,12/4/2015,1975.4,1660,315.4,2
500000459,33,4/3/2016,29,4/17/2015,100000044,N,I,I,500000459,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000460,3,4/4/2016,9,4/18/2015,100000036,N,I,I,500000460,HT-1070,,ARS,I,,EA,12/4/2015,168.74,141.8,26.94,2
500000460,3,4/4/2016,9,4/18/2015,100000036,N,I,I,500000460,HT-1071,,ZAR,I,,EA,12/4/2015,194.45,163.4,31.05,2
500000461,14,4/5/2016,25,4/19/2015,100000041,N,I,I,500000461,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000461,14,4/5/2016,25,4/19/2015,100000041,N,I,I,500000461,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000462,16,4/6/2016,18,4/20/2015,100000038,P,P,D,500000462,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000462,16,4/6/2016,18,4/20/2015,100000038,P,P,D,500000462,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000463,11,4/7/2016,21,4/21/2015,100000037,N,I,I,500000463,HT-1022,,ARS,I,,EA,12/4/2015,243.95,205,38.95,1
500000463,11,4/7/2016,21,4/21/2015,100000037,N,I,I,500000463,HT-1023,,USD,I,,EA,12/4/2015,853.23,717,136.23,3
500000464,7,4/8/2016,21,4/22/2015,100000037,P,I,D,500000464,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000464,7,4/8/2016,21,4/22/2015,100000037,P,I,D,500000464,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000465,13,4/9/2016,17,4/23/2015,100000042,P,P,I,500000465,HT-1055,,EUR,I,,EA,12/4/2015,353.43,297,56.43,3
500000465,13,4/9/2016,17,4/23/2015,100000042,P,P,I,500000465,HT-1056,,JPY,I,,EA,12/4/2015,283.22,238,45.22,2
500000466,27,4/10/2016,5,4/24/2015,100000041,N,I,I,500000466,HT-1067,,EUR,I,,EA,12/4/2015,8.33,7,1.33,2
500000466,27,4/10/2016,5,4/24/2015,100000041,N,I,I,500000466,HT-1068,,USD,I,,EA,12/4/2015,4.17,3.5,0.67,1
500000467,16,4/11/2016,11,4/25/2015,100000038,X,I,I,500000467,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000467,16,4/11/2016,11,4/25/2015,100000038,X,I,I,500000467,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000468,2,4/12/2016,30,4/26/2015,100000036,C,P,D,500000468,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000468,2,4/12/2016,30,4/26/2015,100000036,C,P,D,500000468,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000469,16,4/13/2016,32,4/27/2015,100000043,N,I,I,500000469,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000469,16,4/13/2016,32,4/27/2015,100000043,N,I,I,500000469,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000470,33,4/14/2016,7,4/28/2015,100000044,P,P,D,500000470,HT-1082,,ARS,I,,EA,12/4/2015,402.22,338,64.22,2
